id	gender	age	profession	sportiv	smoker	interestd in having a smoke shop	conservative or liberal	RT @ericamtucker: Here is my story... Thx @HIGH_TIMES_Mag!! 💖 @HERBworthy @SnoopDogg @JohnMayer @tommychong #thetuckerfight #legalizeit #ma…	Add your name to tell AG Jeff Sessions we won't let him drag us back to darkest days of the #WarOnDrugs #LegalizeIt https://t.co/Y6tfTzVO2r	Gov. Scott signs medical #marijuana plan #cannabis  https://t.co/Is3DBx8fue #medicalmarijuana #CBD… https://t.co/3GOHye7ABn	@PAHouseGOP Pennsylvania should declare itself independent of federal marijuana law  #legalizeit	Long lines in Nevada as recreational marijuana goes on salehttps://t.co/lDpDctJzqI#StonerMagazine #CNN #LasVegas… https://t.co/HJ9WoxuaR8	Public Consumption Gets Another Go in Alaska https://t.co/Tz3mnlafNv #legalizeit #sativa #cannabis https://t.co/Fkpyna6gdW	RT @RadioRiddler: Working on a special remix! #Reggae #PeterTosh #LegalizeIt	Here Are Five Ways #Marijuana Is Better For You Than Alcohol https://t.co/WDrUbLPvow #legalizeit #dope #mmj https://t.co/pJQ08ESHXN	what the trap going to do when weed becomes legal in every state? it will be a sad story, but shit it was good whil… https://t.co/SOxH8A7noW	#Cannabis around the world!  #legalizeit #marijuana #naturalhealth https://t.co/D8XYeWH03f
213	other	78	self-employed	false	false	true	false	0	0	0	1	1	0	1	0	1	1	0	0	1	0	1	1	0	0	1	1	0	1	1	0	0	0	1	1	1	0	0	1	0	1	0	0	1	0	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	0	0	1	1	1	1	1	0	1	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	1	1	1	0	1	1	1	0
214	female	54	unemployed/seeking employment	true	false	false	true	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	1	1	0	1	0	1	1	1	1	1	1	1	0	0	1	1	0	0	0	0	0	1	0	0	1	1	1	0	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	1	1	0	0	1	1	0	1	1	1	1	0
215	female	22	self-employed	false	true	true	false	1	1	1	0	1	0	1	1	0	1	1	0	1	1	1	1	0	1	1	0	0	1	0	0	1	0	0	1	1	1	1	0	1	0	1	1	1	1	1	0	0	0	0	1	0	1	0	0	0	0	1	1	0	1	1	1	0	1	0	1	1	1	0	0	1	0	0	1	0	0	1	1	0	0	0	1	1	0	0	1	1	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	1
216	female	94	student (university)	false	true	false	true	1	0	1	1	1	1	1	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	1	0	0	1	1	0	1	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	1	1	1	0	1	1	0	0	1	1	1	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	1	1	1	1	1	0	0	0	1	1	0	0	1	0	0	0
217	male	85	student (university)	false	false	false	true	1	0	1	0	0	1	0	1	1	1	1	1	0	0	0	0	1	0	0	1	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	1	1	0	1	0	0	0	1	1	1	1	0	1	0	1	1	1	0	0	0	1	0	0	0	0	1	1	0	1	1	1	1	0	0	1	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0
218	female	21	unemployed/seeking employment	true	true	false	false	1	0	0	1	0	1	0	1	0	0	0	0	0	0	1	1	0	1	0	0	1	1	0	0	0	0	0	1	1	1	0	0	0	1	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	1	1	0	1	1	0	0	1	0	0	1	1	1	1	0	1	0	1	0	1	1	1	0	1	1	1	0	0	1	1	0	0	1	0	1	1	0	1	1	0	1	1	1	0	1	0	1	1	1	0	0
219	female	4	self-employed	true	true	false	true	1	1	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	0	1	1	0	1	0	1	0	0	0	1	1	1	0	1	1	1	1	1	1	0	0	1	0	1	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	1	1	1	0	1	1	1	0	0	0	1	1	0	0	1	0	1	0	1	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	1	1	1
220	other	71	employee	false	true	false	false	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	0	1	0	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	0	1	1	0	0	0	0	0	1	1	0	1	1	1	1	1	0	0	0	0	1	0	1	1	1	0	0	0	1	0	1	0	1	0	0
221	other	79	unemployed/seeking employment	false	true	true	false	0	0	1	0	0	0	0	0	0	0	1	1	0	1	1	0	1	0	1	0	0	0	0	1	0	0	1	1	0	1	0	1	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	1	1	0	1	0	1	0	0	0	0	1	1	1	0	1	0	0	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	0	1	1	0	0	1	1	0	0	0	1	1	1	1	1	1	0	1	1	1	1
222	female	84	student (university)	false	false	true	true	0	0	0	0	1	1	0	1	0	1	1	1	1	0	1	0	0	1	1	1	0	0	1	0	0	0	1	1	0	0	0	1	0	0	1	1	0	0	1	0	0	1	1	0	1	0	0	1	0	0	0	1	0	1	1	0	1	1	1	0	1	0	1	1	0	0	1	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	1	1	1	0	0	1	0	0	1	1	0	0	0	1
223	male	20	unemployed/seeking employment	false	true	false	false	1	1	0	1	0	1	0	1	1	0	1	1	0	1	1	1	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	0	1	0	0	0	1	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	1	1	0	1	1	1	1	0	1	0	1	0	1	0	0	0	0	0	1	0	1
224	male	90	student (university)	false	false	false	true	1	0	0	0	1	1	1	0	0	0	1	1	0	1	1	0	0	1	1	0	0	1	0	1	1	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	1	0	1	1	1	0	0	1	0	0	1	1	0	0	1	1	1	1	0	0	0	0	0	1	0	1	0	0	0	1	1	1	1	1	1	0	1	0	0	0	1	0	0	1	1	1	1	0	0	0	0	0	1	0	1	1	1	1	0	0
225	female	5	other	false	true	true	false	1	0	1	0	1	1	0	1	1	0	0	0	0	0	0	1	1	1	0	0	1	0	0	1	1	1	0	1	1	0	1	1	1	0	1	1	1	0	1	1	1	0	1	1	0	1	0	1	0	0	0	1	0	1	1	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	1	0	1
226	male	97	unemployed/seeking employment	true	true	false	true	0	0	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	0	0	1	0	0	0	0	1	0	1	1	1	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	1	1	0	0	0	1	0	0	1	1	0	0	1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	1	1	1	0	0	0	1	0	1	1	0	0	0	0	1	1	1	0	1	1	1	1	1	1	0	0	1	1	1
227	other	82	student (highschool)	true	false	false	false	1	1	1	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	1	1	0	1	0	0	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	0	0	0	1	0	1	1	1	0	0	0	0	0	1	1	1	0	1	0	0	0
228	male	9	student (highschool)	true	false	false	true	0	0	1	0	1	1	1	0	0	1	1	0	0	1	0	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	0	1	1	0	1	0	1	1	0	0	0	0	1	1	1	0	0	0	0	1	0	1	1	0	1	0	1	0	1	0	0	1	1	0	0	0	0	1	1	0	0	1
229	female	84	other	false	true	true	false	0	0	0	0	1	1	1	1	0	0	1	0	1	0	0	0	1	1	0	1	1	1	0	1	1	1	0	0	0	0	0	1	1	0	0	0	0	1	1	0	1	1	0	0	0	1	1	0	1	1	1	0	1	0	1	1	0	1	1	0	1	1	1	0	0	0	1	0	0	1	1	1	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	1	1
230	other	67	employee	true	true	false	false	0	1	1	1	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	0	1	1	0	0	0	1	1	0	1	0	1	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	1	0	1	0	1	1	1	0	0	0	1	1	1	1	1	0	0	1	0	0	0	0	0	1	1	1	0	1	1	0	1	0	1	1	0	0	0	1	0	0	1	1	1	1	1	1
231	other	90	employee	true	true	false	true	0	0	1	0	0	1	1	1	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	1	1	1	0	0	1	0	0	1	1	1	1	0	0	0	0	0	1	1	0	0	0	0	1	1	1	0	1	1	0	1	0	0	1	0	0	1	1	1	1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	1	1	0	1	0	0	0
232	other	99	employee	true	true	false	false	0	0	1	0	0	0	0	1	0	1	1	0	1	1	0	0	1	1	0	1	1	1	0	0	0	1	0	1	0	0	1	1	1	1	0	0	1	0	1	1	0	0	0	0	0	1	0	1	0	0	0	1	1	0	1	1	0	0	1	0	1	1	1	1	0	0	1	1	1	0	1	0	1	0	1	1	1	1	0	0	1	0	0	0	1	1	1	1	0	1	0	0	0	1	0	0	1	0	0	1
233	male	83	unemployed/seeking employment	false	false	false	true	1	1	0	1	1	0	1	0	0	1	1	1	1	0	1	0	0	0	1	1	0	1	1	0	0	1	1	0	1	1	0	1	1	0	0	1	0	1	0	0	1	1	1	0	0	1	1	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	1	1	0	0	1	1	0	1	1	0	0	1	0	1	1	0	1	0	1	0	1	0	1	0	0	1	1	1	0	1	0	0	0	1	1
234	other	62	self-employed	false	false	false	true	0	1	1	1	1	1	1	0	0	1	1	1	0	0	1	0	0	1	0	1	1	1	0	0	1	0	1	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	1	0	0	0	0	1	1	0	1	0	0	0	1	0	0	1	1	1	0	0	1	1	0	0	1	0	1	0	0	1	1	0	0	1	1	0	1	1	0	0	0	0	1	1	0	1	0	0	1	0	1	0	0	1	1	0
235	other	65	unemployed/seeking employment	false	true	true	false	0	1	1	0	1	0	0	1	1	1	1	1	0	1	1	0	0	0	0	1	0	0	0	1	1	1	0	0	1	0	1	1	0	0	0	1	1	0	0	0	1	1	1	1	1	0	1	0	1	0	1	0	1	0	0	0	1	1	1	1	0	0	1	0	1	1	1	0	0	1	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	0	1	0	0	0
236	male	40	self-employed	true	false	false	false	1	0	0	0	1	1	1	1	1	1	0	1	0	0	1	1	0	0	0	1	0	0	0	1	0	1	0	1	1	1	1	1	0	0	0	0	1	0	1	0	1	0	0	1	0	1	1	0	1	1	1	0	0	1	0	0	0	1	0	0	1	1	0	0	0	1	1	0	1	1	1	1	0	1	1	0	1	0	0	0	1	1	1	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0
237	male	82	employee	false	true	false	false	1	0	0	1	1	0	1	0	0	1	1	1	1	0	0	0	1	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	1	1	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0
238	female	6	other	false	false	false	true	0	1	0	1	0	1	0	0	0	1	0	1	0	1	1	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	1	1	1	0	1	1	1	1	0	0	1	1	1	0	0	0	0	0	1	1	0	0	0	1	1	0	1	1	1	1	1	1	1	0	1	0	1	0	0	1	1	1	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	1	1	1
239	female	77	student (highschool)	true	false	true	false	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	0	1	1	0	0	1	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	1	0	1	0	0	1	1	0	0	0	0	0	1	1	0	0	1	0	1	1	1	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	1	0	1	0	1	1	0
240	female	68	self-employed	true	false	true	true	1	1	0	1	0	0	1	1	0	1	0	1	1	0	1	0	0	0	0	1	1	0	0	1	0	1	0	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	1	0	1	0	1	0	1	1	0	1	1	0	1	0	0	1	1	1	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	1	1	0	1	0	0	0	1	0	1	0	1	0	0	0	1	0
241	other	17	unemployed/seeking employment	false	false	false	true	0	0	1	1	0	0	1	0	0	1	1	1	0	1	0	0	1	1	1	0	1	1	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	1	1	1	1	1	0	0	0	0	0	0	1	1	0	1	1	0	1	1	1
242	female	47	unemployed/seeking employment	false	true	true	false	0	1	1	0	1	0	1	0	0	1	0	1	1	1	0	1	0	0	1	1	1	0	1	0	1	1	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	0	0	0	1	0	1	0	1	1	0	1	0	1	1	1	0	1	0	1	0	0	1	1	1	0	1	1	1	1	1	0	1	0	0	0	1	1	0	1	1	0
243	male	72	student (university)	true	true	true	false	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	1	1	0	1	0	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0	1	0	0	1	0	1	1	1	0	1	0	0	0	1	1	0	0	1	1	1	0	1	1	0	0	1
244	female	48	student (university)	true	true	true	true	1	0	0	1	0	0	0	1	1	0	1	0	1	1	1	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	0	1	0	0	1	0	0	0	1	0	0	1	1	1	0	0	0	1	0	1	1	1	1	0	0	0	0	1	1	0	0	0	1	1	1	1	0	0	1	1	0	0	0	1	1	1	1	0	1	0	1	1	0	0	0
245	other	60	unemployed/seeking employment	false	true	true	false	0	0	0	1	1	1	0	0	1	1	0	0	0	0	1	0	1	1	0	0	1	0	1	0	1	0	1	1	0	1	0	0	1	1	1	1	1	0	0	0	0	1	0	1	0	0	0	1	1	1	0	1	0	1	1	0	1	0	0	0	1	1	0	0	1	1	1	0	0	1	1	1	1	1	0	0	0	1	1	0	0	1	0	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1
246	male	97	student (university)	false	false	true	false	1	0	0	0	1	1	1	1	1	1	0	1	0	1	1	0	0	0	1	0	0	1	0	1	1	1	1	0	1	0	0	0	0	0	0	1	0	1	0	0	1	1	1	1	1	1	0	1	1	1	1	0	0	0	1	0	1	0	0	0	1	0	1	0	1	0	1	0	1	1	1	1	0	1	1	0	0	1	1	1	1	0	0	0	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
247	other	5	unemployed/seeking employment	false	true	true	false	1	1	1	1	1	0	0	1	0	1	1	0	0	1	0	0	1	0	1	1	0	1	0	0	1	1	0	0	1	1	1	0	1	0	1	1	0	0	1	0	1	1	0	0	1	1	1	1	1	0	0	0	0	1	1	1	0	0	0	1	0	0	1	0	0	1	1	1	1	0	0	0	1	1	0	0	1	1	1	0	1	0	1	1	1	1	0	1	0	1	1	0	1	0	0	1	0	1	0	1
248	other	6	other	true	true	false	false	0	0	1	0	0	0	1	1	1	0	1	1	0	1	0	1	0	0	1	1	0	1	1	1	1	1	0	0	1	0	1	0	1	1	1	0	1	1	0	1	1	1	1	0	1	1	0	0	0	1	1	1	1	1	0	0	1	1	1	1	1	0	0	1	1	1	0	1	1	1	0	0	0	1	1	0	1	1	1	1	0	0	0	1	0	1	0	1	0	1	1	1	1	1	1	1	0	1	0	0
249	other	76	self-employed	true	true	false	false	1	1	1	0	1	1	1	1	1	0	1	1	1	0	0	0	1	1	0	1	1	0	1	1	1	0	0	0	1	1	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	1	0	1	1	0	1	1	1	1	0	1	1	0	0	1	0	1	1	1	1	0	0	1	1	1	0	0	0	1	0	0	0	0	1	0	1
250	male	33	other	false	false	false	true	1	0	0	1	1	0	0	1	0	1	0	1	0	0	1	0	1	1	0	1	1	1	1	1	0	0	1	1	1	0	0	1	0	1	0	0	0	0	0	1	1	1	0	1	0	1	1	0	1	0	1	1	1	0	1	1	1	0	0	1	1	0	0	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	1	1	1	0	1	0	1
251	female	44	student (university)	true	true	false	true	1	1	1	0	0	1	0	1	0	0	1	1	1	0	1	0	1	0	0	0	1	0	0	1	1	0	0	1	1	0	0	0	1	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	1	0	1	1	1	1	0	1	0	0	1	1	0	1	1	0	1	1	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
252	male	16	student (university)	false	false	true	true	0	1	0	0	0	0	1	1	1	1	1	0	1	0	1	0	0	1	0	0	1	0	1	1	0	0	1	1	0	0	0	1	1	1	0	1	0	0	1	0	1	1	0	0	1	0	0	0	0	0	1	0	1	1	0	0	1	0	0	1	0	1	0	0	1	1	1	0	1	1	0	0	0	0	0	1	0	1	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
253	other	75	self-employed	false	false	false	false	1	1	1	0	0	1	1	0	0	0	1	0	1	1	1	0	0	1	0	0	1	1	0	1	1	0	1	1	1	0	0	0	1	0	1	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	1	1	0	1	1	0	0	1	1	1	0	1	1	1	1	0	1	1	0	0	0	1	1	1	0	1	0	1	0	0	1	0	1	1	0	1	0	1	1	0	0	1	1	1	1	0	0	1
254	female	98	student (highschool)	false	true	false	true	1	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	1	1	1	0	1	1	0	0	1	0	0	1	1	0	1	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	1	1	1	1	1	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	1	1	0	1	0	0	1	1	1	0	0	1	0	0	0	0	0	1
255	male	49	unemployed/seeking employment	true	false	false	true	1	1	1	0	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	0	0	1	1	1	0	0	1	0	0	0	1	0	1	0	0	0	0	1	1	1	1	1	0	1	1	0	0	0	1	1	0	1	0	0	0	1	0	1	0	1	0	1	0	0	0	0	1	1	0	1	0	0	1	0	1	1	1	0	0	0	1	0	1	1	0	1	1	0	0	1	0	0	1	0
256	male	93	other	false	true	false	true	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	1	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	1	0	1	0	1	0	0	1	1	1	0	1	1	0	1	0	0	0	1	1	1	1	0	1	1	1	0	0	1	0	0	1	1	1	0	1	0	1	0	0	0	0	1	0	1	0	1	0	0	0	1	1
257	male	35	student (highschool)	false	false	true	true	1	1	0	0	0	0	1	1	1	0	0	0	1	0	1	1	1	1	0	1	0	1	0	0	0	1	0	1	1	1	1	0	1	0	1	1	0	1	1	0	1	0	0	0	0	0	1	0	0	1	0	1	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	1	1	0	1	0	0	1	1	0	0	1	0	1	1	1	1	1	1	0	0	0	1	0	0	1	1	0	0	0	1	1	0	1
258	female	48	student (highschool)	true	true	true	false	1	0	0	1	1	1	1	1	0	1	1	0	1	0	0	0	1	1	1	0	1	1	1	0	1	0	0	0	1	0	0	1	1	1	0	0	1	1	1	0	1	0	1	1	1	1	0	0	1	1	1	0	0	1	0	1	0	1	1	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	1	0	1	1	1	1	0	1	1	1	0	1	1	1	1	0	0	0	1
259	male	28	employee	false	true	false	false	1	0	1	1	1	1	1	0	1	0	0	1	1	1	1	0	0	1	0	0	0	1	0	1	0	1	0	1	1	1	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	1	1	1	1	1	0	0	0	0	0	0	1	0	0	1	1	0	1	0	1	0	1	0	1	1	0	0	0	1	0	0	0	0	0	1	1	1	0	0	1	1	1
260	other	65	student (university)	false	false	false	false	1	1	1	0	0	0	0	1	0	1	1	0	0	1	0	1	1	1	1	0	0	0	1	0	0	1	0	1	1	1	0	1	1	1	0	0	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	1	1	1	1	1	0	0	0	1	1	1	0	1	0	1	0	1	1	1	0	1	0	0	1	0	1	1	0	0	0	1	1	1	0	0	1	0	0	0	0	1	0	0	0	1
261	other	75	other	true	true	true	true	1	0	1	0	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	0	1	1	0	0	0	1	1	1	1	0	1	0	0	1	1	1	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	1	1	1	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0
262	other	35	unemployed/seeking employment	false	false	false	true	1	0	0	1	0	1	1	1	1	1	1	1	1	0	1	1	0	0	0	1	0	0	0	1	1	0	0	1	1	1	1	1	1	1	0	1	0	1	0	0	0	0	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	0	0	1	1	1	1	0	1	0	0	0	1	0	0	0	1	0	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	0	1
263	female	98	self-employed	true	false	false	true	1	1	0	0	0	0	1	0	1	0	0	0	1	0	1	0	1	0	1	0	0	0	1	0	1	1	1	1	0	1	0	0	0	0	1	1	0	1	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	1	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	1	1	1	0	0	0	0	1	1	0	1	0	0	1	1	0	0	0	1	0	0	1	1	0	1	1	0
264	other	44	student (university)	true	false	true	false	1	0	1	0	1	0	1	0	0	0	0	1	1	1	1	0	0	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	0	0	1	0	1	0	0	0	1	1	0	0	0	1	1	1	0	0	1	1	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	1	0	1	0	1	0	1	1	0	0	0	1	1	1	0	0	0	0	1	1	0	1	1	1	1	1	1	0	0	1	0
265	other	39	student (university)	true	true	false	false	1	0	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	1	0	1	1	0	1	1	1	1	1	1	0	1	1	0	0	1	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	1	1	1	1	1	0
266	female	23	other	true	false	true	true	1	1	1	1	0	0	1	0	0	1	1	1	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	0	1	1	1	0	0	0	1	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	1	0	1	0	1	0	1	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0
267	female	37	student (university)	true	true	true	false	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	1	1	0	1	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	1	1	0	1	1	0	0	1	1	0	1	1	0	0	1	1	1	0	1	0	1	0	1	1	0	0	1	1	1	1	1	0	1	0	1	0	0	1	1	0	1	0	1	0	1	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	1	0	0
268	other	90	unemployed/seeking employment	false	true	false	true	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	1	0	1	1	0	1	0	0	0	0	0	1	1	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	1	1	1	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	0	0	1	1
269	other	47	student (highschool)	false	true	false	false	0	0	0	0	0	1	1	1	0	0	1	0	1	0	0	0	1	0	1	1	1	0	1	0	1	0	1	0	0	1	0	0	0	0	1	0	1	1	0	1	1	1	0	1	1	1	1	0	0	0	1	1	1	0	1	1	1	0	1	1	0	0	1	1	1	1	1	0	1	0	1	1	0	1	0	1	0	0	1	0	1	1	1	1	0	0	1	0	1	0	0	1	1	0	0	1	0	1	0	0
270	other	60	other	true	false	true	true	1	1	0	0	0	1	0	0	0	1	0	1	1	0	0	1	0	1	1	1	0	1	0	0	1	0	1	0	0	0	1	1	1	0	1	0	0	1	1	1	1	0	1	1	1	0	0	0	1	1	1	0	1	0	1	1	0	1	1	0	1	1	0	1	0	0	0	1	1	0	1	0	0	1	1	1	1	1	1	1	0	0	1	0	1	1	0	0	1	0	0	0	1	1	0	0	1	1	0	0
271	male	43	other	true	false	true	false	0	1	0	1	1	1	0	1	0	1	0	0	1	0	1	1	1	1	0	1	0	1	1	0	1	0	0	0	1	0	1	0	0	1	1	0	0	1	1	0	1	0	1	1	0	1	1	0	1	1	0	0	0	1	1	0	0	1	0	1	1	1	1	1	0	0	0	1	0	1	0	1	1	0	0	0	1	1	1	1	1	0	1	0	1	0	1	0	0	1	0	0	0	1	1	1	0	0	1	1
272	female	92	employee	false	true	false	true	0	1	0	1	1	1	1	0	1	0	0	1	0	1	1	1	1	1	0	0	0	0	0	1	0	0	0	1	1	1	0	1	0	1	1	0	0	1	1	1	0	0	1	0	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	1	0	1	0
